age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
42,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,coding,meet people,Russian
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,*,<=50K,games,forum,Tamil
69,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,20,United-States,<=50K,basketball,hangouts,Bari
31,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,54,United-States,>50K,tours,advice,Hindi
55,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,25,United-States,<=50K,basketball,advice,English
49,nan,HS-grad,Never-married,nan,Own-child,White,Female,0,0,19,United-States,<=50K,coding,market place,Spanish
27,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,40,*,<=50K,languages,market place,Spanish
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,*,Male,0,0,50,United-States,>50K,literature,market place,Bari
51,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,<=50K,community,advice,Arabics
37,Private,Masters,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,games,things to do,Belarussian
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,coding,meet people,Hindi
30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,games,forum,Pashto
32,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,pets,market place,Bengali
27,Private,*,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,12,United-States,<=50K,community,things to do,Hindi
52,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,United-States,<=50K,football,market place,Ukranian
17,Private,10th,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,tours,market place,Tamil
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,coding,things to do,Pashto
30,Federal-gov,*,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,tours,hangouts,Hindi
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,languages,forum,Belarussian
57,Private,Bachelors,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,meet people,Pashto
44,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,languages,hangouts,Pashto
28,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,art,forum,Dari
32,State-gov,Some-college,Widowed,Tech-support,Unmarried,Black,Female,0,0,20,United-States,<=50K,literature,market place,Russian
29,Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,things to do,Spanish
68,Private,*,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,cooking,meet people,Dari
21,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,*,Female,0,0,25,United-States,<=50K,languages,market place,Dari
30,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,music,things to do,Bengali
38,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,4937,0,75,United-States,<=50K,music,hangouts,Tamil
68,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,2512,0,40,United-States,<=50K,pets,advice,Ukranian
19,Private,Some-college,Separated,Sales,Husband,White,Male,0,0,50,United-States,<=50K,art,advice,Tamil
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,games,things to do,Pashto
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,31616,0,45,United-States,>50K,games,market place,Pashto
44,Private,Assoc-acdm,Separated,Other-service,Not-in-family,White,Female,0,0,99,United-States,<=50K,literature,market place,English
34,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K,tours,hangouts,Bari
23,Private,*,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K,basketball,hangouts,Ukranian
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,*,Female,0,1670,40,United-States,<=50K,basketball,market place,Tamil
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Mexico,<=50K,coding,market place,Russian
23,Local-gov,Bachelors,Never-married,Other-service,Own-child,Black,Female,0,0,45,United-States,<=50K,cooking,meet people,Dari
45,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,languages,market place,Ukranian
40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,art,hangouts,Somali
47,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,pets,hangouts,Russian
29,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,40,*,<=50K,pets,meet people,Arabics
58,Private,*,Divorced,Prof-specialty,Unmarried,White,Male,22531,0,45,*,>50K,football,market place,Somali
60,State-gov,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,literature,meet people,Tamil
25,nan,Bachelors,Never-married,nan,Not-in-family,White,Male,0,0,12,United-States,<=50K,languages,market place,Pashto
25,Self-emp-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K,games,forum,Somali
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,pets,hangouts,Hindi
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,*,>50K,languages,meet people,English
69,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,0,0,45,United-States,>50K,tours,market place,Bari
33,Private,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K,pets,market place,Bengali
30,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,40,*,<=50K,art,advice,Tamil
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,cooking,things to do,Arabics
28,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,coding,forum,Tamil
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,*,>50K,pets,market place,Dari
57,Private,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,*,<=50K,community,meet people,Arabics
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,50,*,<=50K,tours,forum,Pashto
50,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,0,0,65,United-States,<=50K,art,hangouts,Bari
22,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,40,*,<=50K,cooking,forum,Belarussian
44,Private,Some-college,*,Sales,Other-relative,Black,Female,0,0,35,United-States,<=50K,coding,meet people,Hindi
62,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K,cooking,advice,Dari
40,Private,*,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4030,0,40,Mexico,<=50K,basketball,hangouts,Pashto
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K,tours,hangouts,English
24,Private,Bachelors,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,40,*,<=50K,music,forum,Tamil
23,Private,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,football,meet people,Hindi
23,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,languages,hangouts,English
26,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,pets,advice,Pashto
47,Local-gov,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,literature,market place,Ukranian
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,cooking,advice,Bengali
22,Private,*,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,things to do,Pashto
27,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,<=50K,basketball,things to do,Bari
19,nan,Some-college,Never-married,nan,Own-child,White,Male,0,0,60,United-States,<=50K,cooking,things to do,Somali
27,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K,literature,hangouts,Arabics
40,Local-gov,Masters,Separated,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,games,meet people,Ukranian
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,food,things to do,Somali
26,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,cooking,meet people,Dari
57,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,tours,things to do,Arabics
19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,languages,advice,Russian
28,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,football,market place,Belarussian
19,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K,music,advice,Hindi
45,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,languages,advice,Arabics
48,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,>50K,literature,meet people,Bengali
44,Federal-gov,Some-college,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States,<=50K,games,advice,Tamil
53,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,*,>50K,music,market place,Hindi
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,art,advice,Pashto
61,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K,basketball,market place,Ukranian
25,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0,0,45,United-States,<=50K,basketball,hangouts,Dari
66,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,basketball,market place,Tamil
29,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,community,meet people,English
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,pets,market place,Somali
45,Private,*,Never-married,Other-service,Not-in-family,White,Female,0,0,35,*,<=50K,football,market place,Hindi
45,Private,HS-grad,*,Prof-specialty,Wife,White,Female,0,0,15,United-States,<=50K,basketball,advice,English
31,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,football,things to do,Arabics
24,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K,football,market place,Spanish
45,Private,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,pets,advice,English
48,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,54,United-States,<=50K,coding,things to do,Spanish
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1894,50,United-States,>50K,coding,things to do,Spanish
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,forum,Somali
23,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,art,market place,Bari
44,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K,basketball,meet people,Tamil
62,Private,Some-college,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K,cooking,forum,Spanish
47,Private,Some-college,*,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,cooking,advice,Spanish
44,Private,*,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K,games,things to do,Hindi
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,literature,meet people,Somali
53,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,community,forum,Dari
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K,cooking,hangouts,Pashto
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K,community,hangouts,Somali
37,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,1887,48,United-States,>50K,community,market place,Bari
29,Private,Masters,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,cooking,things to do,Spanish
23,nan,Bachelors,Never-married,nan,Not-in-family,*,Male,0,0,35,United-States,<=50K,languages,market place,Bengali
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K,pets,hangouts,Arabics
49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,coding,things to do,Bengali
45,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,44,United-States,<=50K,music,advice,English
56,Private,10th,Never-married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,art,market place,Bengali
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,*,<=50K,pets,hangouts,Arabics
22,Local-gov,Some-college,Never-married,nan,Unmarried,Black,Female,0,0,40,United-States,<=50K,languages,hangouts,Spanish
21,Local-gov,Some-college,Separated,nan,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,advice,Ukranian
37,Local-gov,Some-college,Separated,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,literature,things to do,Dari
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,food,meet people,Pashto
43,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,games,market place,Spanish
55,Private,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,literature,meet people,Somali
23,Private,Assoc-voc,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,basketball,advice,Hindi
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,pets,forum,Bari
59,Self-emp-not-inc,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K,languages,advice,English
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,literature,forum,Dari
35,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,music,forum,English
42,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,literature,forum,Spanish
31,Private,Masters,Never-married,Prof-specialty,Other-relative,White,Female,0,0,60,United-States,<=50K,food,market place,Somali
29,Federal-gov,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,meet people,Somali
37,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K,tours,forum,Tamil
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K,pets,advice,Arabics
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,nan,<=50K,pets,forum,Bari
46,Federal-gov,Masters,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,32,United-States,<=50K,community,things to do,Bari
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,*,<=50K,football,forum,Arabics
22,State-gov,Bachelors,Widowed,Tech-support,Own-child,White,Female,0,0,44,United-States,<=50K,food,hangouts,Somali
30,Private,*,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,coding,market place,Arabics
50,Local-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,54,United-States,>50K,art,meet people,Bengali
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,literature,things to do,Pashto
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,music,meet people,Spanish
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,*,<=50K,literature,hangouts,Ukranian
78,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,2152,0,35,United-States,<=50K,tours,market place,Tamil
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,coding,market place,Pashto
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,languages,things to do,Pashto
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K,music,things to do,Ukranian
52,Private,11th,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,49,United-States,<=50K,art,meet people,Belarussian
21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,<=50K,art,things to do,Tamil
49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,art,forum,Russian
22,Private,Some-college,*,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,literature,advice,Spanish
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,cooking,meet people,Pashto
52,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,*,<=50K,art,things to do,Russian
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,pets,things to do,Arabics
18,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,art,meet people,Tamil
34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,community,things to do,Bengali
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,football,market place,Arabics
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,basketball,hangouts,Dari
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,coding,meet people,Hindi
32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,art,things to do,Russian
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K,literature,market place,Russian
49,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,literature,meet people,Belarussian
50,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,tours,forum,Bengali
29,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States,<=50K,food,things to do,English
33,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,38,United-States,<=50K,community,hangouts,Belarussian
34,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,43,United-States,<=50K,community,hangouts,English
27,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,48,United-States,<=50K,literature,things to do,Spanish
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,languages,hangouts,Dari
31,Private,*,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,*,<=50K,coding,things to do,Ukranian
54,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,38,*,<=50K,music,advice,Russian
72,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,football,advice,Belarussian
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,art,hangouts,Dari
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,93,United-States,<=50K,art,things to do,Arabics
53,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,*,Male,4386,0,40,United-States,>50K,basketball,meet people,Belarussian
31,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,music,forum,Ukranian
45,Private,Some-college,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,coding,hangouts,Hindi
57,State-gov,Masters,Separated,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,>50K,art,forum,Belarussian
24,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,coding,market place,Ukranian
19,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,tours,advice,Tamil
69,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,pets,advice,Hindi
50,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,market place,Pashto
45,Federal-gov,HS-grad,Widowed,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,food,forum,Pashto
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,tours,advice,Tamil
30,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,literature,hangouts,Dari
58,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,music,hangouts,Somali
30,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,community,meet people,Somali
21,Private,11th,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K,football,market place,Dari
43,Private,Some-college,Divorced,*,Unmarried,White,Female,0,0,30,United-States,<=50K,literature,hangouts,Spanish
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,art,things to do,Hindi
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,7298,0,50,United-States,<=50K,pets,hangouts,Bari
48,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,pets,advice,Pashto
21,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,pets,forum,Pashto
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1589,45,United-States,>50K,coding,forum,Tamil
58,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,music,things to do,Bengali
70,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,12,United-States,<=50K,pets,market place,Pashto
28,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K,games,forum,Bari
35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,basketball,things to do,English
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,<=50K,food,meet people,Hindi
27,Private,*,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,54,United-States,<=50K,cooking,meet people,Dari
18,Private,11th,Never-married,Prof-specialty,Own-child,*,Male,0,0,20,United-States,<=50K,pets,things to do,Spanish
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,languages,things to do,Tamil
38,Self-emp-inc,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K,community,forum,Tamil
38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K,football,advice,Bengali
63,Self-emp-not-inc,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,Mexico,<=50K,tours,things to do,Bari
46,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,community,meet people,Spanish
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,tours,hangouts,Tamil
64,nan,11th,Never-married,nan,Other-relative,White,Male,0,0,40,United-States,<=50K,football,advice,Somali
24,Federal-gov,Bachelors,Separated,Tech-support,Not-in-family,White,Male,0,1879,45,United-States,<=50K,languages,things to do,English
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,music,forum,Belarussian
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,games,things to do,Bari
62,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,7687,0,50,*,>50K,languages,market place,Dari
38,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,12376,0,50,United-States,>50K,languages,forum,Somali
21,nan,Some-college,Never-married,nan,Own-child,White,Female,0,0,40,United-States,<=50K,cooking,advice,Bari
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,24,United-States,<=50K,languages,meet people,Belarussian
36,Local-gov,HS-grad,Never-married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,food,forum,Pashto
23,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,basketball,meet people,Hindi
17,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K,food,forum,Bari
36,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,community,market place,Bengali
24,Private,Bachelors,Never-married,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K,art,market place,English
53,nan,*,*,nan,Wife,White,Female,0,0,40,United-States,<=50K,football,things to do,Spanish
24,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,games,hangouts,Arabics
80,nan,HS-grad,Widowed,nan,Not-in-family,White,Male,0,0,24,United-States,<=50K,music,advice,English
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K,food,advice,Russian
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K,basketball,things to do,Somali
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K,literature,forum,Hindi
19,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,45,United-States,<=50K,literature,things to do,Dari
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,community,things to do,Tamil
28,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,games,meet people,Somali
75,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States,<=50K,games,forum,Arabics
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,7298,0,50,United-States,>50K,tours,things to do,Ukranian
